id,common_name,botanical_name,growth_shape,growing_season_months,flowering_season_months,flower_color,foliage_color_spring,foliage_color_summer,foliage_color_fall,foliage_color_winter,sun_pref,water_pref,soil_pref,width_ft,height_ft,inflorescence,flower_count_hint,flower_zone,fruit_color,fruit_season_months,fruit_load,usda_symbol,usda_scientific_name_full,usda_growth_habit,usda_native_status,usda_growth_form,usda_shape_and_orientation,usda_foliage_texture,usda_foliage_porosity_summer,usda_foliage_porosity_winter,usda_leaf_retention,usda_flower_conspicuous,usda_fruit_conspicuous,usda_fall_conspicuous,usda_bloom_period,usda_active_growth_period,usda_fruit_seed_period_begin,usda_fruit_seed_period_end,usda_height_mature_ft,usda_shade_tolerance,usda_drought_tolerance,usda_moisture_use,usda_soil_coarse,usda_soil_medium,usda_soil_fine,usda_ph_min,usda_ph_max,npsot_dfw_recommended
water-hickory,water hickory,Carya aquatica,tree,3-8,4,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,85,,,,#6b5a4a,6-11,moderate,CAAQ2,Carya aquatica (Michx. f.) Nutt.,Tree,L48:N,Single Stem,Erect,Coarse,Dense,Porous,No,No,No,No,Mid Spring,Spring and Summer,Summer,Fall,85.0,Medium,Medium,Medium,Yes,Yes,Yes,4.0,7.3,no
prickly-bog-sedge,prickly bog sedge,Carex atlantica,grass,3-8,5,#5b7a4b,,#5b7a4b,,,part-sun,high,"loamy,clay",,1.8,,,,#6b5a4a,6-8,light,CAAT4,Carex atlantica L.H. Bailey,Graminoid,CAN:N|L48:N,Bunch,Semi-Erect,Coarse,Dense,Porous,No,No,No,No,Late Spring,Spring and Summer,Summer,Summer,1.8,Medium,None,High,No,Yes,Yes,4.5,6.0,no
bicknell-s-sedge,Bicknell's sedge,Carex bicknellii,grass,3-8,5,#5b7a4b,,#5b7a4b,,,shade,low,"sandy,loamy,clay",,3.4,,,,#6b5a4a,6-8,light,CABI3,Carex bicknellii Britton,Graminoid,CAN:N|L48:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Late Spring,Spring and Summer,Summer,Summer,3.4,Low,Medium,Low,Yes,Yes,Yes,4.5,6.6,no
southern-catalpa,southern catalpa,Catalpa bignonioides,tree,3-5,4,#f1f1e2,,#5b7a4b,,,part-sun,low,"sandy,loamy",,66,,,,#5b7a4b,6-8,moderate,CABI8,Catalpa bignonioides Walter,Tree,CAN:I|L48:N,Single Crown,Erect,Coarse,Dense,Porous,No,Yes,Yes,No,Mid Spring,Spring,Summer,Summer,66.0,Medium,Medium,Low,Yes,Yes,No,5.5,7.5,no
eastern-woodland-sedge,eastern woodland sedge,Carex blanda,grass,3-8,3-5,#5b7a4b,,#5b7a4b,,,shade,high,"loamy,clay",,2,,,,#6b5a4a,3-8,light,CABL,Carex blanda Dewey,Graminoid,CAN:N|L48:N,Bunch,Erect,Medium,Moderate,Porous,No,No,No,No,Spring,Spring and Summer,Spring,Summer,2.0,Low,Low,High,No,Yes,Yes,4.4,7.0,no
bulbous-bittercress,bulbous bittercress,Cardamine bulbosa,mound,3-5,4,#f1f1e2,,#5b7a4b,,,shade,medium,"loamy,clay",,1.4,,,,#3a3a34,3-5,heavy,CABU3,"Cardamine bulbosa (Schreb. ex Muhl.) Britton, Sterns & Poggenb.",Forb/herb,CAN:N|L48:N,Single Crown,Erect,Medium,Porous,Porous,No,Yes,No,No,Mid Spring,Spring,Spring,Spring,1.4,Low,None,Medium,No,Yes,Yes,5.0,6.8,no
bush-s-sedge,Bush's sedge,Carex bushii,grass,3-8,4,#5b7a4b,,#5b7a4b,,,part-sun,medium,"loamy,clay",,2,,,,#6b5a4a,3-8,light,CABU5,Carex bushii Mack.,Graminoid,L48:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Mid Spring,Spring and Summer,Spring,Summer,2.0,Medium,Low,Medium,No,Yes,Yes,5.8,7.5,no
carolina-fanwort,Carolina fanwort,Cabomba caroliniana,mound,6-8,,#f1f1e2,,,,,part-sun,high,"sandy,loamy,clay",,,,,,,3-11,light,CACA,Cabomba caroliniana A. Gray,Forb/herb,CAN:N|L48:N,Multiple Stem,Prostrate,Fine,,,No,No,No,No,Indeterminate,Summer,Spring,Fall,,Medium,None,High,Yes,Yes,Yes,5.7,9.2,no
american-hornbeam,American hornbeam,Carpinus caroliniana,vase,3-8,4,#d98a3d,,#5b7a4b,,,shade,medium,"sandy,loamy",,30,,,,#6b5a4a,6-11,moderate,CACA18,Carpinus caroliniana Walter,Shrub,CAN:N|L48:N,Multiple Stem,Erect,Medium,Dense,Porous,No,Yes,No,Yes,Mid Spring,Spring and Summer,Summer,Fall,30.0,Low,Low,Medium,Yes,Yes,No,4.0,7.4,no
oval-leaf-sedge,oval-leaf sedge,Carex cephalophora,grass,3-8,5,#5b7a4b,,#5b7a4b,,,part-sun,low,"sandy,loamy",,2.6,,,,#6b5a4a,6-8,light,CACE,Carex cephalophora Muhl. ex Willd.,Graminoid,CAN:N|L48:N,Bunch,Erect,Medium,Porous,Porous,No,No,No,No,Late Spring,Spring and Summer,Summer,Summer,2.6,Medium,Medium,Low,Yes,Yes,No,4.8,7.0,no
fringed-sedge,fringed sedge,Carex crinita,grass,3-5,5,#5b7a4b,,#5b7a4b,,,part-sun,medium,"loamy,clay",,5.2,,,,#6b5a4a,6-11,moderate,CACR6,Carex crinita Lam.,Graminoid,CAN:N|L48:N,Bunch,Erect,Fine,Porous,Porous,No,No,No,No,Late Spring,Spring,Summer,Fall,5.2,Medium,Low,Medium,No,Yes,Yes,4.0,7.5,no
ravenfoot-sedge,ravenfoot sedge,Carex crus-corvi,grass,3-5,3-5,#5b7a4b,,#5b7a4b,,,part-sun,medium,"loamy,clay",,3,,,,#6b5a4a,3-8,light,CACR8,Carex crus-corvi Shuttlw. ex Kunze,Graminoid,CAN:N|L48:N,Bunch,Erect,Medium,Moderate,Porous,No,No,No,No,Spring,Spring,Spring,Summer,3.0,Medium,Medium,Medium,No,Yes,Yes,3.5,7.0,no
white-edge-sedge,white edge sedge,Carex debilis,grass,3-8,5,#5b7a4b,,#5b7a4b,,,shade,high,"sandy,loamy",,3,,,,#6b5a4a,6-8,light,CADE5,Carex debilis Michx.,Graminoid,CAN:N|L48:N|SPM:N,Bunch,Semi-Erect,Medium,Moderate,Porous,No,No,No,No,Late Spring,Spring and Summer,Summer,Summer,3.0,Low,None,High,Yes,Yes,No,4.6,6.6,no
thinfruit-sedge,thinfruit sedge,Carex flaccosperma,grass,3-8,5,#5b7a4b,,,,,shade,high,"loamy,clay",,1,,,,#6b5a4a,3-8,light,CAFL3,Carex flaccosperma Dewey,Graminoid,L48:N,Bunch,Erect,Medium,Moderate,Porous,No,No,No,No,Late Spring,Spring and Summer,Spring,Summer,1.0,Low,Low,High,No,Yes,Yes,4.6,7.1,no
frank-s-sedge,Frank's sedge,Carex frankii,grass,3-11,5,#5b7a4b,,#5b7a4b,,,shade,high,"loamy,clay",,2,,,,#6b5a4a,6-8,light,CAFR3,Carex frankii Kunth,Graminoid,CAN:N|L48:N,Rhizomatous,Erect,Medium,Moderate,Porous,No,No,No,No,Late Spring,"Spring, Summer, Fall",Summer,Summer,2.0,Low,Low,High,No,Yes,Yes,5.9,7.2,no
pignut-hickory,pignut hickory,Carya glabra,tree,3-8,4,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy",,80,,,,#6b5a4a,6-11,moderate,CAGL8,Carya glabra (Mill.) Sweet,Tree,CAN:N|L48:N,Single Stem,Erect,Coarse,Dense,Porous,No,No,Yes,Yes,Mid Spring,Spring and Summer,Summer,Fall,80.0,Medium,High,Medium,Yes,Yes,No,4.8,7.3,no
limestone-meadow-sedge,limestone meadow sedge,Carex granularis,grass,3-8,4,#5b7a4b,,#5b7a4b,,,shade,high,"loamy,clay",,2.5,,,,#6b5a4a,3-8,light,CAGR3,Carex granularis Muhl. ex Willd.,Graminoid,CAN:N|L48:N,Bunch,Erect,Medium,Moderate,Porous,No,No,No,No,Mid Spring,Spring and Summer,Spring,Summer,2.5,Low,Low,High,No,Yes,Yes,6.0,7.2,no
twoheaded-water-starwort,twoheaded water-starwort,Callitriche heterophylla,mound,3-11,3-5,#5b7a4b,,#5b7a4b,,,full-sun,high,"loamy,clay",,,,,,#5b7a4b,6-11,light,CAHE3,Callitriche heterophylla Pursh,Forb/herb,AK:N|CAN:N|GL:N|L48:N,Single Crown,Decumbent,Fine,Porous,Porous,No,No,No,No,Spring,"Spring, Summer, Fall",Summer,Fall,,High,None,High,No,Yes,Yes,5.2,6.8,no
shoreline-sedge,shoreline sedge,Carex hyalinolepis,grass,3-8,5,#5b7a4b,,,,,part-sun,high,"loamy,clay",,4,,,,#6b5a4a,3-8,light,CAHY3,Carex hyalinolepis Steud.,Graminoid,CAN:N|L48:N,Rhizomatous,Erect,Medium,Moderate,Porous,No,No,No,No,Late Spring,Spring and Summer,Spring,Summer,4.0,Medium,Low,High,No,Yes,Yes,5.6,7.9,no
pecan,pecan,Carya illinoinensis,tree,3-8,3,#e8d24a,,,,,full-sun,high,"sandy,loamy,clay",,120,,,,#6b5a4a,6-11,heavy,CAIL2,Carya illinoinensis (Wangenh.) K. Koch,Tree,L48:N,Single Stem,Erect,Fine,Dense,Porous,No,No,Yes,No,Early Spring,Spring and Summer,Summer,Fall,120.0,High,Low,High,Yes,Yes,Yes,4.5,7.5,yes
greater-bladder-sedge,greater bladder sedge,Carex intumescens,grass,3-11,5,#5b7a4b,,,,,shade,high,"loamy,clay",,3,,,,#6b5a4a,6-11,light,CAIN12,Carex intumescens Rudge,Graminoid,CAN:N|L48:N|SPM:N,Bunch,Erect,Medium,Moderate,Porous,No,No,No,No,Late Spring,"Spring, Summer, Fall",Summer,Fall,3.0,Low,None,High,No,Yes,Yes,4.8,6.9,no
purple-poppymallow,purple poppymallow,Callirhoe involucrata,mound,3-8,4,#b3261e,,,,,full-sun,medium,"sandy,loamy",,1,,,,#6b5a4a,3-8,moderate,CAIN2,Callirhoe involucrata (Torr. & A. Gray) A. Gray,Forb/herb,L48:N,Stoloniferous,Decumbent,Coarse,Porous,Porous,No,Yes,No,No,Mid Spring,Spring and Summer,Spring,Summer,1.0,High,Medium,Medium,Yes,Yes,No,5.5,7.5,yes
cypress-swamp-sedge,cypress swamp sedge,Carex joorii,grass,3-11,7,#5b7a4b,,#5b7a4b,,,shade,high,"sandy,loamy",,4.5,,,,#6b5a4a,6-11,light,CAJO2,Carex joorii L.H. Bailey,Graminoid,L48:N,Rhizomatous,Semi-Erect,Coarse,Dense,Porous,No,No,No,No,Mid Summer,"Spring, Summer, Fall",Summer,Fall,4.5,Low,None,High,Yes,Yes,No,4.7,7.3,no
hop-sedge,hop sedge,Carex lupulina,grass,3-5,3-5,#5b7a4b,,#5b7a4b,,,part-sun,medium,"loamy,clay",,4.3,,,,#e8d24a,3-11,moderate,CALU4,Carex lupulina Muhl. ex Willd.,Graminoid,CAN:N|L48:N,Bunch,Erect,Fine,Porous,Porous,No,No,No,No,Spring,Spring,Spring,Fall,4.3,Medium,Low,Medium,No,Yes,Yes,6.2,7.0,no
shallow-sedge,shallow sedge,Carex lurida,grass,3-5,3-5,#5b7a4b,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,3.2,,,,#e8d24a,6-11,moderate,CALU5,Carex lurida Wahlenb.,Graminoid,CAN:N|L48:N,Bunch,Erect,Fine,Porous,Porous,No,No,No,No,Spring,Spring,Summer,Fall,3.2,Medium,Low,Medium,Yes,Yes,Yes,4.9,6.8,no
nutmeg-hickory,nutmeg hickory,Carya myristiciformis,tree,3-8,4,#e8d24a,,#5b7a4b,,,full-sun,medium,"loamy,clay",,95,,,,#6b5a4a,6-11,moderate,CAMY,Carya myristiciformis (Michx. f.) Nutt.,Tree,L48:N,Single Stem,Erect,Coarse,Moderate,Porous,No,No,Yes,Yes,Mid Spring,Spring and Summer,Summer,Fall,95.0,High,Low,Medium,No,Yes,Yes,4.7,6.5,no
pennsylvania-bittercress,Pennsylvania bittercress,Cardamine pensylvanica,mound,3-5,3,#f1f1e2,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,1.5,,,,#3a3a34,3-8,heavy,CAPE3,Cardamine pensylvanica Muhl. ex Willd.,Forb/herb,AK:N|CAN:N|L48:N|SPM:N,Single Crown,Erect,Fine,Porous,Porous,No,Yes,No,No,Early Spring,Spring,Spring,Summer,1.5,Low,None,Medium,Yes,Yes,Yes,4.8,6.8,no
chinquapin,chinquapin,Castanea pumila,vase,3-8,3-5,#e8d24a,,#5b7a4b,,,part-sun,low,"sandy,loamy",,20,,,,#6b5a4a,6-11,light,CAPU9,Castanea pumila (L.) Mill.,Shrub,L48:N,Multiple Stem,Erect,Coarse,Dense,Porous,No,No,Yes,No,Spring,Spring and Summer,Summer,Fall,20.0,Medium,High,Low,Yes,Yes,No,4.5,6.6,no
trumpet-creeper,trumpet creeper,Campsis radicans,low-climber,3-8,6-8,#b3261e,,#5b7a4b,,,full-sun,low,"sandy,loamy",,2,,,,#6b5a4a,6-11,heavy,CARA2,Campsis radicans (L.) Seem. ex Bureau,Vine,CAN:N|L48:N,Single Crown,Climbing,Coarse,Moderate,Porous,No,Yes,Yes,Yes,Summer,Spring and Summer,Summer,Fall,2.0,High,High,Low,Yes,Yes,No,4.9,6.8,yes
atlantic-camas,Atlantic camas,Camassia scilloides,mound,3-8,4,#5b7ea3,,#5b7a4b,,,shade,medium,"loamy,clay",,2.5,,,,#6b5a4a,3-5,light,CASC5,Camassia scilloides (Raf.) Cory,Forb/herb,CAN:N|L48:N,Single Crown,Erect,Coarse,Porous,Porous,No,Yes,No,No,Mid Spring,Spring and Summer,Spring,Spring,2.5,Low,Low,Medium,No,Yes,Yes,4.2,6.5,no
northern-catalpa,northern catalpa,Catalpa speciosa,tree,3-5,6,#f1f1e2,,,,,full-sun,low,"sandy,loamy",,60,,,,#6b5a4a,9-11,moderate,CASP8,Catalpa speciosa (Warder) Warder ex Engelm.,Tree,CAN:I|L48:N,Single Stem,Erect,Medium,Dense,Porous,No,Yes,Yes,Yes,Early Summer,Spring,Fall,Fall,60.0,High,Medium,Low,Yes,Yes,No,5.5,7.0,no
upright-sedge,upright sedge,Carex stricta,grass,3-5,3-5,#5b7a4b,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,4.2,,,,#e8d24a,6-11,moderate,CAST8,Carex stricta Lam.,Graminoid,CAN:N|L48:N,Bunch,Erect,Fine,Porous,Porous,No,No,No,No,Spring,Spring,Summer,Fall,4.2,Low,Low,Medium,Yes,Yes,Yes,3.5,7.0,no
mockernut-hickory,mockernut hickory,Carya tomentosa,tree,3-8,4,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,85,,,,#6b5a4a,6-11,moderate,CATO6,Carya tomentosa (Lam.) Nutt.,Tree,L48:N,Single Stem,Erect,Coarse,Dense,Porous,No,No,Yes,Yes,Mid Spring,Spring and Summer,Summer,Fall,85.0,Medium,Medium,Medium,Yes,Yes,Yes,4.7,6.9,no
blunt-broom-sedge,blunt broom sedge,Carex tribuloides,grass,3-8,5,#5b7a4b,,#5b7a4b,,,shade,medium,"loamy,clay",,3,,,,#6b5a4a,6-8,light,CATR7,Carex tribuloides Wahlenb.,Graminoid,CAN:N|L48:N,Bunch,Erect,Coarse,Moderate,Porous,No,No,No,No,Late Spring,Spring and Summer,Summer,Summer,3.0,Low,Low,Medium,No,Yes,Yes,4.8,7.0,no
fox-sedge,fox sedge,Carex vulpinoidea,grass,3-5,3-5,#5b7a4b,,#5b7a4b,,,part-sun,medium,"loamy,clay",,3.2,,,,#e8d24a,6-11,moderate,CAVU2,Carex vulpinoidea Michx.,Graminoid,CAN:N|L48:N|SPM:N,Bunch,Erect,Fine,Porous,Porous,No,No,No,No,Spring,Spring,Summer,Fall,3.2,Medium,Low,Medium,No,Yes,Yes,6.8,8.9,no
new-jersey-tea,New Jersey tea,Ceanothus americanus,vase,3-8,5,#5b7ea3,,#5b7a4b,,,shade,low,"sandy,loamy",,3,,,,#6b5a4a,6-11,light,CEAM,Ceanothus americanus L.,Shrub,CAN:N|L48:N,Multiple Stem,Semi-Erect,Medium,Dense,Moderate,No,No,No,No,Late Spring,Spring and Summer,Summer,Fall,3.0,Low,High,Low,Yes,Yes,No,4.3,6.5,no
eastern-redbud,eastern redbud,Cercis canadensis,vase,3-8,3-5,#8f6fb3,,#5b7a4b,,,shade,low,"loamy,clay",,30,,,,#6b5a4a,3-8,moderate,CECA4,Cercis canadensis L.,Shrub,CAN:N|L48:N,Multiple Stem,Erect,Coarse,Moderate,Porous,No,Yes,Yes,No,Spring,Spring and Summer,Spring,Summer,30.0,Low,High,Low,No,Yes,Yes,5.0,7.9,yes
coon-s-tail,coon's tail,Ceratophyllum demersum,mound,6-8,6-8,#5b7ea3,,,,,part-sun,high,"sandy,loamy,clay",,,,,,#f1f1e2,6-11,light,CEDE4,Ceratophyllum demersum L.,Forb/herb,AK:N|CAN:N|HI:I|L48:N|PR:N|VI:N,Multiple Stem,Prostrate,Fine,Porous,Porous,No,No,No,No,Summer,Summer,Summer,Fall,,Medium,None,High,Yes,Yes,Yes,6.0,8.6,no
spiny-hackberry,spiny hackberry,Celtis ehrenbergiana,vase,6-11,3-5,#b3261e,,#5b7a4b,,,full-sun,low,"sandy,loamy",,10,,,,#6b5a4a,6-11,moderate,CEEH,Celtis ehrenbergiana (Klotzsch) Liebm.,Shrub,L48:N,Thicket Forming,Rounded,Medium,Moderate,Porous,No,No,Yes,No,Spring,Summer and Fall,Summer,Fall,10.0,High,High,Low,Yes,Yes,No,7.0,8.5,no
desert-ceanothus,desert ceanothus,Ceanothus greggii,vase,3-8,3,#5b7ea3,,,,,full-sun,low,"sandy,loamy,clay",,7,,,,#6b5a4a,3-5,moderate,CEGR,Ceanothus greggii A. Gray,Shrub,L48:N,Multiple Stem,Erect,Coarse,Moderate,Porous,Yes,Yes,Yes,No,Early Spring,Spring and Summer,Spring,Spring,7.0,High,High,Low,Yes,Yes,Yes,6.2,8.5,no
sugarberry,sugarberry,Celtis laevigata,vase,3-8,3,#5b7a4b,,#5b7a4b,,,shade,high,"loamy,clay",,80,,,,#d98a3d,6-11,heavy,CELA,Celtis laevigata Willd.,Shrub,L48:N,Single Stem,Erect,Medium,Moderate,Porous,No,No,No,Yes,Early Spring,Spring and Summer,Summer,Fall,80.0,Low,Low,High,No,Yes,Yes,4.4,7.7,yes
alderleaf-mountain-mahogany,alderleaf mountain mahogany,Cercocarpus montanus,vase,3-8,5,#f1f1e2,,#5b7a4b,,,part-sun,low,"sandy,loamy",,15,,,,#6b5a4a,6-11,moderate,CEMO2,Cercocarpus montanus Raf.,Shrub,L48:N,Multiple Stem,Erect,Coarse,Dense,Porous,No,No,No,No,Late Spring,Spring and Summer,Summer,Fall,15.0,Medium,High,Low,Yes,Yes,No,6.0,8.0,no
common-hackberry,common hackberry,Celtis occidentalis,vase,3-8,4,#5b7a4b,,#5b7a4b,,,shade,low,"sandy,loamy,clay",,60,,,,#8f6fb3,6-11,heavy,CEOC,Celtis occidentalis L.,Shrub,CAN:N|L48:N,Single Stem,Erect,Coarse,Dense,Porous,No,No,No,Yes,Mid Spring,Spring and Summer,Summer,Fall,60.0,Low,High,Low,Yes,Yes,Yes,6.0,8.0,no
common-buttonbush,common buttonbush,Cephalanthus occidentalis,vase,3-5,6-8,#f1f1e2,,#5b7a4b,,,shade,high,"sandy,loamy,clay",,15,,,,#f1f1e2,9-11,moderate,CEOC2,Cephalanthus occidentalis L.,Shrub,CAN:N|L48:N,Multiple Stem,Erect,Coarse,Moderate,Porous,No,Yes,Yes,No,Summer,Spring,Fall,Fall,15.0,Low,Medium,High,Yes,Yes,Yes,4.7,8.6,no
partridge-pea,partridge pea,Chamaecrista fasciculata,mound,3-5,6,#e8d24a,,#5b7a4b,,,shade,medium,"sandy,loamy",,2.4,,,,#6b5a4a,6-8,heavy,CHFA2,Chamaecrista fasciculata (Michx.) Greene,Forb/herb,L48:N,Bunch,Erect,Medium,Moderate,Porous,No,Yes,No,No,Early Summer,Spring,Summer,Summer,2.4,Low,Medium,Medium,Yes,Yes,No,6.5,7.5,no
indian-woodoats,Indian woodoats,Chasmanthium latifolium,grass,3-5,6-8,#5b7a4b,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,4.6,,,,#3a3a34,6-11,heavy,CHLA5,Chasmanthium latifolium (Michx.) Yates,Graminoid,L48:N,Rhizomatous,Erect,Fine,Porous,Porous,No,No,Yes,No,Summer,Spring,Summer,Fall,4.6,Low,Medium,Medium,Yes,Yes,Yes,5.0,7.0,no
slender-woodoats,slender woodoats,Chasmanthium laxum,grass,3-5,6-8,#5b7a4b,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,3.3,,,,#3a3a34,6-11,moderate,CHLA6,Chasmanthium laxum (L.) Yates,Graminoid,L48:N,Rhizomatous,Erect,Fine,Porous,Porous,No,No,No,No,Summer,Spring,Summer,Fall,3.3,Low,Medium,Medium,Yes,Yes,Yes,4.5,7.0,no
desert-willow,desert willow,Chilopsis linearis,vase,3-11,4,#8f6fb3,,,,,part-sun,low,"sandy,loamy",,25,,,,#6b5a4a,6-11,moderate,CHLI2,Chilopsis linearis (Cav.) Sweet,Shrub,L48:N,Multiple Stem,Erect,Medium,Moderate,Porous,No,Yes,Yes,No,Mid Spring,"Spring, Summer, Fall",Summer,Fall,25.0,Medium,High,Low,Yes,Yes,No,7.0,8.5,yes
longleaf-woodoats,longleaf woodoats,Chasmanthium sessiliflorum,grass,3-8,8,#e8d24a,,#5b7a4b,,,full-sun,medium,"loamy,clay",,5,,,,#b3261e,6-11,moderate,CHSE2,Chasmanthium sessiliflorum (Poir.) Yates,Graminoid,L48:N,Rhizomatous,Erect,Medium,Porous,Porous,No,No,No,No,Late Summer,Spring and Summer,Summer,Fall,5.0,High,High,Medium,No,Yes,Yes,5.5,7.2,no
