id,common_name,botanical_name,growth_shape,growing_season_months,flowering_season_months,flower_color,foliage_color_spring,foliage_color_summer,foliage_color_fall,foliage_color_winter,sun_pref,water_pref,soil_pref,width_ft,height_ft,inflorescence,flower_count_hint,flower_zone,fruit_color,fruit_season_months,fruit_load,usda_symbol,usda_scientific_name_full,usda_growth_habit,usda_native_status,usda_growth_form,usda_shape_and_orientation,usda_foliage_texture,usda_foliage_porosity_summer,usda_foliage_porosity_winter,usda_leaf_retention,usda_flower_conspicuous,usda_fruit_conspicuous,usda_fall_conspicuous,usda_bloom_period,usda_active_growth_period,usda_fruit_seed_period_begin,usda_fruit_seed_period_end,usda_height_mature_ft,usda_shade_tolerance,usda_drought_tolerance,usda_moisture_use,usda_soil_coarse,usda_soil_medium,usda_soil_fine,usda_ph_min,usda_ph_max
tanseyleaf-tansyaster,tanseyleaf tansyaster,Machaeranthera tanacetifolia,mound,3-8,5,#8f6fb3,,#5b7a4b,,,full-sun,medium,loamy,,2,,,,#6b5a4a,6-8,moderate,MATA2,Machaeranthera tanacetifolia (Kunth) Nees,Forb/herb,CAN:N|L48:N,Single Crown,Erect,Medium,Porous,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Summer,Summer,2.0,High,Medium,Medium,No,Yes,No,6.5,8.5
sweetbay,sweetbay,Magnolia virginiana,vase,3-8,6-8,#f1f1e2,,,,,part-sun,high,"sandy,loamy,clay",,60,,,,#3a3a34,6-12,moderate,MAVI2,Magnolia virginiana L.,Shrub,L48:N,Single Stem,Climbing,Medium,Moderate,Moderate,Yes,Yes,Yes,No,Summer,Spring and Summer,Summer,Winter,60.0,Medium,None,High,Yes,Yes,Yes,5.0,6.9
wild-mint,wild mint,Mentha arvensis,mound,3-5,3-5,#f1f1e2,,#5b7a4b,,,part-sun,medium,"loamy,clay",,2.6,,,,#6b5a4a,6-11,moderate,MEAR4,Mentha arvensis L.,Forb/herb,AK:N|CAN:N|L48:N|SPM:N,Single Stem,Erect,Medium,Moderate,Porous,No,Yes,No,No,Spring,Spring,Summer,Fall,2.6,Medium,Low,Medium,No,Yes,Yes,5.0,7.0
chinaberrytree,Chinaberrytree,Melia azedarach,vase,1-12,,#8f6fb3,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,50,,,,#6b5a4a,1-12,heavy,MEAZ,Melia azedarach L.,Shrub,HI:I|L48:I|NAV:I|PB:I|PR:I|VI:I,Single Stem,Irregular,Fine,Dense,Dense,Yes,Yes,Yes,No,Indeterminate,Year Round,Year Round,Year Round,50.0,High,High,Low,Yes,Yes,Yes,4.0,8.0
oniongrass,oniongrass,Melica bulbosa,grass,3-8,5,#e8d24a,,#5b7a4b,,,part-sun,low,"sandy,loamy,clay",,1.8,,,,#6b5a4a,6-8,light,MEBU,Melica bulbosa Geyer ex Porter & J.M. Coult.,Graminoid,CAN:N|L48:N,Bunch,Erect,Fine,Porous,Porous,No,No,No,No,Late Spring,Spring and Summer,Summer,Summer,1.8,Medium,High,Low,Yes,Yes,Yes,5.5,8.0
tenpetal-blazingstar,tenpetal blazingstar,Mentzelia decapetala,mound,3-8,7,#f1f1e2,,#5b7a4b,,,full-sun,medium,"sandy,loamy",,3.5,,,,#6b5a4a,6-11,moderate,MEDE2,Mentzelia decapetala (Pursh ex Sims) Urb. & Gilg ex Gilg,Forb/herb,CAN:N|L48:N,Single Crown,Erect,Coarse,Porous,Porous,No,Yes,No,No,Mid Summer,Spring and Summer,Summer,Fall,3.5,High,High,Medium,Yes,Yes,No,6.0,8.4
annual-yellow-sweetclover,annual yellow sweetclover,Melilotus indicus,mound,"1,2,3,4,5,9,10,11,12",3,#e8d24a,,#5b7a4b,,,full-sun,medium,loamy,,2.5,,,,#6b5a4a,3-5,heavy,MEIN2,Melilotus indicus (L.) All.,Forb/herb,CAN:I|GL:I|HI:I|L48:I|PB:I,Single Crown,Erect,Fine,Moderate,Porous,No,Yes,No,No,Early Spring,"Fall, Winter and Spring",Spring,Spring,2.5,High,Medium,Medium,No,Yes,No,6.1,8.2
black-medick,black medick,Medicago lupulina,mound,"1,2,3,4,5,9,10,11,12",6-8,#e8d24a,,,,,full-sun,medium,"loamy,clay",,2,,,,#6b5a4a,6-11,heavy,MELU,Medicago lupulina L.,Forb/herb,AK:I|CAN:I|GL:I|HI:I|L48:I|PB:I|SPM:I,Single Crown,Decumbent,Fine,Porous,Porous,No,No,Yes,No,Summer,"Fall, Winter and Spring",Summer,Fall,2.0,High,None,Medium,No,Yes,Yes,5.5,8.0
sweetclover,sweetclover,Melilotus officinalis,mound,3-8,6-8,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,6,,,,#e8d24a,6-8,heavy,MEOF,Melilotus officinalis (L.) Lam.,Forb/herb,AK:I|CAN:I|GL:I|HI:I|L48:I|PB:I|PR:I|SPM:I,Single Crown,Erect,Coarse,Porous,Porous,No,Yes,No,No,Summer,Spring and Summer,Summer,Summer,6.0,High,High,Medium,Yes,Yes,Yes,6.5,8.2
burclover,burclover,Medicago polymorpha,mound,"1,2,3,4,5,9,10,11,12","1,2,12",#e8d24a,,,,,full-sun,medium,"loamy,clay",,1.3,,,,#6b5a4a,3-8,heavy,MEPO3,Medicago polymorpha L.,Forb/herb,AK:I|CAN:I|HI:I|L48:I|PB:I,Single Crown,Prostrate,Fine,Porous,Porous,No,No,Yes,No,Winter,"Fall, Winter and Spring",Spring,Summer,1.3,High,None,Medium,No,Yes,Yes,5.9,8.2
alfalfa,alfalfa,Medicago sativa,mound,3-11,3-5,#8f6fb3,,#5b7a4b,,,full-sun,medium,"loamy,clay",,2,,,,#6b5a4a,6-8,moderate,MESA,Medicago sativa L.,Forb/herb,AK:I|CAN:I|HI:I|L48:I|PR:I|VI:I,Single Crown,Erect,Fine,Moderate,Porous,No,Yes,No,Yes,Spring,"Spring, Summer, Fall",Summer,Summer,2.0,High,High,Medium,No,Yes,Yes,6.2,8.5
rough-menodora,rough menodora,Menodora scabra,mound,3-8,6,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy",,1,,,,#e8d24a,6-11,moderate,MESC,Menodora scabra A. Gray,Forb/herb,L48:N,Multiple Stem,Erect,Medium,Porous,Porous,No,Yes,Yes,No,Early Summer,Spring and Summer,Summer,Fall,1.0,High,High,Low,Yes,Yes,No,6.6,8.4
sharpwing-monkeyflower,sharpwing monkeyflower,Mimulus alatus,mound,3-5,6-8,#5b7ea3,,#5b7a4b,,,shade,high,"loamy,clay",,2.3,,,,#3a3a34,6-11,heavy,MIAL2,Mimulus alatus Aiton,Forb/herb,CAN:N|L48:N,Single Stem,Erect,Medium,Porous,Porous,No,Yes,No,No,Summer,Spring,Summer,Fall,2.3,Low,None,High,No,Yes,Yes,6.2,7.8
colorado-four-o-clock,Colorado four o'clock,Mirabilis multiflora,mound,3-8,5,#8f6fb3,,#5b7a4b,,,full-sun,low,"sandy,loamy",,2,,,,#6b5a4a,6-8,moderate,MIMU,Mirabilis multiflora (Torr.) A. Gray,Forb/herb,L48:N,Single Crown,Semi-Erect,Medium,Moderate,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Summer,Summer,2.0,High,High,Low,Yes,Yes,No,6.5,8.5
climbing-hempvine,climbing hempvine,Mikania scandens,mound,6-8,6-8,#f1f1e2,,#5b7a4b,,,shade,medium,"loamy,clay",,1,,,,#5b7ea3,6-11,heavy,MISC,Mikania scandens (L.) Willd.,Forb/herb,CAN:I|L48:N,Single Crown,Climbing,Medium,,,No,Yes,Yes,Yes,Summer,Summer,Summer,Fall,1.0,Low,Low,Medium,No,Yes,Yes,5.7,8.7
white-mulberry,white mulberry,Morus alba,vase,3-8,3,#5b7a4b,,#5b7a4b,,,part-sun,low,"sandy,loamy,clay",,50,,,,#8f6fb3,3-8,heavy,MOAL,Morus alba L.,Shrub,CAN:I|HI:I|L48:I,Single Stem,Rounded,Medium,Moderate,Porous,No,No,Yes,No,Early Spring,Spring and Summer,Spring,Summer,50.0,Medium,Medium,Low,Yes,Yes,Yes,5.0,7.0
southern-bayberry,southern bayberry,Morella caroliniensis,vase,3-5,3-5,#5b7a4b,,,,,shade,medium,"sandy,loamy,clay",,7,,,,#f1f1e2,6-11,moderate,MOCA7,Morella caroliniensis (Mill.) Small,Shrub,L48:N,Multiple Stem,Erect,Medium,Dense,Dense,Yes,No,Yes,No,Spring,Spring,Summer,Fall,7.0,Low,Low,Medium,Yes,Yes,Yes,4.5,7.0
wax-myrtle,wax myrtle,Morella cerifera,vase,3-8,3-5,#f1f1e2,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,10,,,,#5b7ea3,6-11,heavy,MOCE2,Morella cerifera (L.) Small,Shrub,HI:I|L48:N|PR:N,Rhizomatous,Erect,Coarse,,Moderate,Yes,No,Yes,No,Spring,Spring and Summer,Summer,Fall,10.0,High,Medium,High,Yes,Yes,Yes,5.4,9.1
wild-bergamot,wild bergamot,Monarda fistulosa,mound,3-5,6-8,#b3261e,,,,,part-sun,high,"loamy,clay",,4.9,,,,#6b5a4a,6-11,moderate,MOFI,Monarda fistulosa L.,Forb/herb,CAN:N|L48:N,Single Stem,Erect,Medium,Moderate,Porous,No,Yes,No,No,Summer,Spring,Summer,Fall,4.9,Medium,None,High,No,Yes,Yes,6.0,8.0
mintleaf-bergamot,mintleaf bergamot,Monarda fistulosa ssp. fistulosa var. menthifolia,mound,3-8,5,#8f6fb3,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,3,,,,#6b5a4a,6-11,moderate,MOFIM2,Monarda fistulosa L. ssp. fistulosa var. menthifolia (Graham) Fernald,Forb/herb,CAN:N|L48:N,Rhizomatous,Erect,Coarse,Porous,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Summer,Fall,3.0,Medium,Low,Medium,Yes,Yes,Yes,6.5,8.5
nuttall-s-povertyweed,Nuttall's povertyweed,Monolepis nuttalliana,mound,3-8,4,#5b7a4b,,,,,full-sun,medium,"loamy,clay",,0.8,,,,#6b5a4a,6-8,moderate,MONU,Monolepis nuttalliana (Schult.) Greene,Forb/herb,AK:N|CAN:N|L48:N,Single Crown,Decumbent,Coarse,Porous,Porous,No,No,No,No,Mid Spring,Spring and Summer,Summer,Summer,0.8,High,Medium,Medium,No,Yes,Yes,6.5,9.0
red-mulberry,red mulberry,Morus rubra,tree,3-8,3,#5b7a4b,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,70,,,,#8f6fb3,3-8,heavy,MORU2,Morus rubra L.,Tree,CAN:N|L48:N,Single Stem,Rounded,Medium,Moderate,Porous,No,No,Yes,No,Early Spring,Spring and Summer,Spring,Summer,70.0,Low,Medium,Medium,Yes,Yes,Yes,5.0,7.0
scratchgrass,scratchgrass,Muhlenbergia asperifolia,grass,3-11,6,#8f6fb3,,,,,shade,high,"loamy,clay",,2,,,,#6b5a4a,6-11,light,MUAS,Muhlenbergia asperifolia (Nees & Meyen ex Trin.) Parodi,Graminoid,CAN:N|L48:N,Rhizomatous,Decumbent,Medium,Porous,Porous,No,No,No,No,Early Summer,"Spring, Summer, Fall",Summer,Fall,2.0,Low,Low,High,No,Yes,Yes,6.0,8.4
hairawn-muhly,hairawn muhly,Muhlenbergia capillaris,grass,3-8,9-11,#b3261e,,,,,full-sun,high,"sandy,loamy,clay",,3,,,,#8f6fb3,9-12,heavy,MUCA2,Muhlenbergia capillaris (Lam.) Trin.,Graminoid,L48:N|PR:N,Bunch,Erect,Fine,Dense,Moderate,No,No,No,Yes,Fall,Spring and Summer,Fall,Winter,3.0,High,Low,High,Yes,Yes,Yes,5.8,6.8
gulfhairawn-muhly,gulfhairawn muhly,Muhlenbergia filipes,grass,3-8,9-11,#b3261e,,,,,full-sun,high,"sandy,loamy,clay",,3,,,,#8f6fb3,9-12,heavy,MUFI3,Muhlenbergia filipes M.A. Curtis,Graminoid,L48:N,Bunch,Erect,Fine,Dense,Moderate,No,No,No,Yes,Fall,Spring and Summer,Fall,Winter,3.0,High,Low,High,Yes,Yes,Yes,6.4,7.2
wirestem-muhly,wirestem muhly,Muhlenbergia frondosa,grass,3-11,3-5,#e8d24a,,#5b7a4b,,,shade,medium,"loamy,clay",,2,,,,#6b5a4a,6-11,heavy,MUFR2,Muhlenbergia frondosa (Poir.) Fernald,Graminoid,CAN:N|L48:N,Rhizomatous,Prostrate,Medium,Porous,Porous,No,No,No,No,Spring,"Spring, Summer, Fall",Summer,Fall,2.0,Low,Low,Medium,No,Yes,Yes,5.9,7.9
mexican-muhly,Mexican muhly,Muhlenbergia mexicana,grass,3-11,8,#5b7a4b,,#5b7a4b,,,part-sun,medium,loamy,,3,,,,#6b5a4a,6-11,light,MUME2,Muhlenbergia mexicana (L.) Trin.,Graminoid,CAN:N|HI:I|L48:N,Rhizomatous,Semi-Erect,Medium,Porous,Porous,No,No,No,No,Late Summer,"Spring, Summer, Fall",Summer,Fall,3.0,Medium,Low,Medium,No,Yes,No,5.5,7.5
mountain-muhly,mountain muhly,Muhlenbergia montana,grass,3-5,6,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy",,1.5,,,,#6b5a4a,6-8,heavy,MUMO,Muhlenbergia montana (Nutt.) Hitchc.,Graminoid,L48:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Early Summer,Spring,Summer,Summer,1.5,High,High,Medium,Yes,Yes,No,6.5,7.5
bush-muhly,bush muhly,Muhlenbergia porteri,grass,3-11,5,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,2.8,,,,#6b5a4a,6-8,light,MUPO2,Muhlenbergia porteri Scribn. ex Beal,Graminoid,L48:N,Single Crown,Decumbent,Fine,Dense,Moderate,Yes,No,No,No,Late Spring,"Spring, Summer, Fall",Summer,Summer,2.8,Medium,High,Medium,Yes,Yes,Yes,6.2,8.0
sandhill-muhly,sandhill muhly,Muhlenbergia pungens,grass,3-5,8,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy",,1.5,,,,#6b5a4a,6-11,light,MUPU2,Muhlenbergia pungens Thurb.,Graminoid,L48:N,Rhizomatous,Erect,Fine,Moderate,Porous,No,No,No,No,Late Summer,Spring,Summer,Fall,1.5,High,High,Low,Yes,Yes,No,5.0,7.0
marsh-muhly,marsh muhly,Muhlenbergia racemosa,grass,3-11,8,#5b7a4b,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,3,,,,#6b5a4a,6-11,light,MURA,"Muhlenbergia racemosa (Michx.) Britton, Sterns & Poggenb.",Graminoid,CAN:N|L48:N,Rhizomatous,Semi-Erect,Medium,Porous,Porous,No,No,No,No,Late Summer,"Spring, Summer, Fall",Summer,Fall,3.0,Low,Low,Medium,Yes,Yes,Yes,5.9,8.0
creeping-muhly,creeping muhly,Muhlenbergia repens,grass,3-8,7,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy",,1,,,,#6b5a4a,6-11,light,MURE,Muhlenbergia repens (J. Presl) Hitchc.,Graminoid,L48:N,Rhizomatous,Decumbent,Medium,Porous,Porous,No,No,No,No,Mid Summer,Spring and Summer,Summer,Fall,1.0,High,High,Low,Yes,Yes,No,5.0,7.0
deergrass,deergrass,Muhlenbergia rigens,grass,3-8,5,#e8d24a,,#5b7a4b,,,part-sun,low,"sandy,loamy",,4.5,,,,#6b5a4a,6-8,moderate,MURI2,Muhlenbergia rigens (Benth.) Hitchc.,Graminoid,L48:N,Bunch,Erect,Coarse,Dense,Moderate,No,No,No,No,Late Spring,Spring and Summer,Summer,Summer,4.5,Medium,High,Low,Yes,Yes,No,5.5,7.5
nimblewill,nimblewill,Muhlenbergia schreberi,grass,3-5,6-8,#5b7a4b,,#5b7a4b,,,shade,low,"loamy,clay",,3.2,,,,#e8d24a,6-11,light,MUSC,Muhlenbergia schreberi J.F. Gmel.,Graminoid,CAN:N|L48:N,Multiple Stem,Erect,Fine,Porous,Porous,No,No,No,No,Summer,Spring,Summer,Fall,3.2,Low,Medium,Low,No,Yes,Yes,4.5,7.5
woodland-muhly,woodland muhly,Muhlenbergia sylvatica,grass,3-11,7,#e8d24a,,#5b7a4b,,,part-sun,medium,loamy,,3,,,,#6b5a4a,6-11,light,MUSY,Muhlenbergia sylvatica (Torr.) Torr. ex A. Gray,Graminoid,CAN:N|L48:N,Rhizomatous,Semi-Erect,Medium,Porous,Porous,No,No,No,No,Mid Summer,"Spring, Summer, Fall",Summer,Fall,3.0,Medium,Low,Medium,No,Yes,No,5.9,7.5
spike-muhly,spike muhly,Muhlenbergia wrightii,grass,3-5,6,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy",,2,,,,#6b5a4a,6-11,moderate,MUWR,Muhlenbergia wrightii Vasey ex J.M. Coult.,Graminoid,L48:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Early Summer,Spring,Summer,Fall,2.0,High,Medium,Medium,Yes,Yes,No,5.8,7.5
tiny-mousetail,tiny mousetail,Myosurus minimus,mound,3-8,4,#5b7a4b,,#5b7a4b,,,part-sun,medium,"loamy,clay",,0.4,,,,#6b5a4a,3-8,light,MYMI2,Myosurus minimus L.,Forb/herb,CAN:N|L48:N,Single Crown,Semi-Erect,Medium,Porous,Porous,No,No,No,No,Mid Spring,Spring and Summer,Spring,Summer,0.4,Medium,Low,Medium,No,Yes,Yes,5.2,7.5
sacred-bamboo,sacred bamboo,Nandina domestica,vase,3-8,6,#f1f1e2,,#5b7a4b,,,shade,high,"sandy,loamy,clay",,8,,,,#b3261e,6-11,heavy,NADO,Nandina domestica Thunb.,Shrub,L48:I|PB:I,Multiple Stem,Erect,Fine,Moderate,Moderate,Yes,Yes,Yes,No,Early Summer,Spring and Summer,Summer,Fall,8.0,Low,Low,High,Yes,Yes,Yes,4.5,6.0
southern-waternymph,southern waternymph,Najas guadalupensis,mound,6-8,6-8,#5b7a4b,,,,,full-sun,high,"sandy,loamy,clay",,1,,,,#6b5a4a,6-11,moderate,NAGU,Najas guadalupensis (Spreng.) Magnus,Forb/herb,CAN:N|HI:I|L48:N|PR:N,Single Crown,Prostrate,Fine,,,No,No,No,No,Summer,Summer,Summer,Fall,1.0,High,None,High,Yes,Yes,Yes,5.2,9.6
brittle-waternymph,brittle waternymph,Najas minor,mound,3-8,8,#5b7a4b,,#5b7a4b,,,part-sun,high,"loamy,clay",,2,,,,#5b7a4b,6-11,moderate,NAMI,Najas minor All.,Forb/herb,CAN:I|L48:I,Colonizing,Semi-Erect,Fine,Porous,Porous,No,No,No,No,Late Summer,Spring and Summer,Summer,Fall,2.0,Medium,None,High,No,Yes,Yes,6.3,7.2
peppervine,peppervine,Nekemias arborea,vase,6-8,5,#5b7a4b,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,0.1,,,,#3a3a34,3-8,light,NEAR5,Nekemias arborea (L.) J. Wen & Boggan,Shrub,L48:N|PR:N,Multiple Stem,Climbing,Medium,Porous,Porous,No,No,No,No,Late Spring,Summer,Spring,Summer,0.1,Low,Medium,Medium,Yes,Yes,Yes,4.0,8.0
american-lotus,American lotus,Nelumbo lutea,mound,6-8,7,#e8d24a,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,3,,,,#6b5a4a,6-11,moderate,NELU,Nelumbo lutea Willd.,Forb/herb,CAN:N|L48:N,Rhizomatous,Erect,Coarse,,,No,Yes,Yes,No,Mid Summer,Summer,Summer,Fall,3.0,High,None,High,Yes,Yes,Yes,4.6,8.7
oleander,oleander,Nerium oleander,vase,3-11,6-8,#b3261e,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,12,,,,#6b5a4a,6-11,moderate,NEOL,Nerium oleander L.,Shrub,L48:I|PB:I|PR:I|VI:I,Multiple Stem,Erect,Coarse,Dense,Dense,Yes,Yes,No,Yes,Summer,"Spring, Summer, Fall",Summer,Fall,12.0,High,High,Low,Yes,Yes,Yes,5.5,7.8
water-tupelo,water tupelo,Nyssa aquatica,tree,3-8,4,#5b7a4b,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,100,,,,#8f6fb3,6-11,moderate,NYAQ2,Nyssa aquatica L.,Tree,L48:N,Single Stem,Erect,Coarse,Moderate,Porous,No,No,No,Yes,Mid Spring,Spring and Summer,Summer,Fall,100.0,High,None,High,Yes,Yes,Yes,4.3,5.7
swamp-tupelo,swamp tupelo,Nyssa biflora,tree,3-8,5,#5b7a4b,,#5b7a4b,,,full-sun,high,"loamy,clay",,115,,,,#5b7ea3,6-11,moderate,NYBI,Nyssa biflora Walter,Tree,L48:N,Single Stem,Erect,Coarse,Dense,Porous,No,No,No,Yes,Late Spring,Spring and Summer,Summer,Fall,115.0,High,None,High,No,Yes,Yes,4.5,5.7
yellow-waterlily,yellow waterlily,Nymphaea mexicana,mound,3-5,3-5,#e8d24a,,#5b7a4b,,,full-sun,high,"loamy,clay",,,,,,#6b5a4a,3-5,moderate,NYME,Nymphaea mexicana Zucc.,Forb/herb,CAN:I|L48:N,Rhizomatous,Decumbent,Coarse,,,No,Yes,No,No,Spring,Spring,Spring,Spring,,High,None,High,No,Yes,Yes,5.0,9.0
blackgum,blackgum,Nyssa sylvatica,tree,3-8,5,#5b7a4b,,#5b7a4b,,,shade,medium,"sandy,loamy",,95,,,,#5b7ea3,6-11,moderate,NYSY,Nyssa sylvatica Marshall,Tree,CAN:N|L48:N,Single Stem,Erect,Coarse,Dense,Porous,No,No,No,Yes,Late Spring,Spring and Summer,Summer,Fall,95.0,Low,Low,Medium,Yes,Yes,No,4.5,6.0
common-evening-primrose,common evening primrose,Oenothera biennis,mound,3-11,5,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,5,,,,#6b5a4a,6-11,heavy,OEBI,Oenothera biennis L.,Forb/herb,CAN:N|L48:N,Single Crown,Erect,Coarse,Dense,Porous,No,Yes,No,No,Late Spring,"Spring, Summer, Fall",Summer,Fall,5.0,High,Medium,Medium,Yes,Yes,Yes,5.0,7.0
tufted-evening-primrose,tufted evening primrose,Oenothera caespitosa,mound,3-8,5,#f1f1e2,,#5b7a4b,,,full-sun,low,"sandy,loamy",,0.5,,,,#6b5a4a,6-11,heavy,OECA10,Oenothera caespitosa Nutt.,Forb/herb,CAN:N|L48:N,Single Crown,Decumbent,Medium,Porous,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Summer,Fall,0.5,High,High,Low,Yes,Yes,No,6.5,8.0
hooker-s-evening-primrose,Hooker's evening primrose,Oenothera elata,mound,3-8,7,#e8d24a,,#5b7a4b,,,full-sun,high,"sandy,loamy",,5,,,,#6b5a4a,6-11,moderate,OEEL,Oenothera elata Kunth,Forb/herb,L48:N,Bunch,Erect,Fine,Porous,Porous,No,Yes,No,Yes,Mid Summer,Spring and Summer,Summer,Fall,5.0,High,Low,High,Yes,Yes,No,5.5,7.5
yellow-evening-primrose,yellow evening primrose,Oenothera flava,mound,3-8,4,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy",,2.5,,,,#6b5a4a,3-8,moderate,OEFL,Oenothera flava (A. Nelson) Garrett,Forb/herb,CAN:N|L48:N,Bunch,Erect,Medium,Porous,Porous,No,Yes,No,No,Mid Spring,Spring and Summer,Spring,Summer,2.5,Medium,Low,Medium,Yes,Yes,No,6.0,7.8
pale-evening-primrose,pale evening primrose,Oenothera pallida,mound,3-8,5,#f1f1e2,,#5b7a4b,,,full-sun,low,"sandy,loamy",,2,,,,#6b5a4a,3-8,heavy,OEPA,Oenothera pallida Lindl.,Forb/herb,CAN:N|L48:N,Rhizomatous,Erect,Fine,Porous,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Spring,Summer,2.0,High,High,Low,Yes,Yes,No,6.0,8.0
meadow-evening-primrose,meadow evening primrose,Oenothera pilosella,mound,3-8,5,#8f6fb3,,,,,part-sun,medium,loamy,,2,,,,#6b5a4a,3-8,moderate,OEPI2,Oenothera pilosella Raf.,Forb/herb,CAN:N|L48:N,Stoloniferous,Semi-Erect,Fine,Moderate,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Spring,Summer,2.0,Medium,Low,Medium,No,Yes,No,5.8,7.2
stiff-goldenrod,stiff goldenrod,Oligoneuron rigidum var. rigidum,mound,3-8,8,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy",,3.6,,,,#6b5a4a,6-11,heavy,OLRIR,Oligoneuron rigidum (L.) Small var. rigidum,Forb/herb,CAN:N|L48:N,Rhizomatous,Erect,Coarse,Dense,Porous,No,Yes,No,No,Late Summer,Spring and Summer,Summer,Fall,3.6,Medium,High,Medium,Yes,Yes,No,5.0,7.5
barbary-fig,Barbary fig,Opuntia ficus-indica,vase,6-8,7,#b3261e,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,10,,,,,6-11,heavy,OPFI,Opuntia ficus-indica (L.) Mill.,Shrub,HI:I|L48:I|PR:I,Multiple Stem,Irregular,Coarse,Porous,Porous,Yes,Yes,Yes,No,Mid Summer,Summer,Summer,Fall,10.0,High,High,Low,Yes,Yes,Yes,7.0,8.5
plains-pricklypear,plains pricklypear,Opuntia polyacantha,vase,3-11,5,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,2,,,,#b3261e,6-11,heavy,OPPO,Opuntia polyacantha Haw.,Shrub,CAN:N|L48:N,Stoloniferous,Decumbent,Coarse,Porous,Porous,Yes,Yes,Yes,No,Late Spring,"Spring, Summer, Fall",Summer,Fall,2.0,High,High,Low,Yes,Yes,Yes,7.0,8.8
cinnamon-fern,cinnamon fern,Osmunda cinnamomea,mound,"3,4,5,9,10,11",3-5,#d98a3d,,#5b7a4b,,,shade,medium,"loamy,clay",,4.9,,,,#6b5a4a,3-5,moderate,OSCI,Osmunda cinnamomea L.,Forb/herb,CAN:N|L48:N|PR:N|SPM:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Spring,Spring and Fall,Spring,Spring,4.9,Low,Medium,Medium,No,Yes,Yes,4.5,7.0
royal-fern-osre,royal fern,Osmunda regalis,mound,3-11,,,,,,,shade,high,"sandy,loamy,clay",,6,,,,,,,OSRE,Osmunda regalis L.,Forb/herb,CAN:N|L48:N|SPM:N,Rhizomatous,Semi-Erect,Fine,Dense,Porous,No,No,No,Yes,,"Spring, Summer, Fall",,,6.0,Low,Low,High,Yes,Yes,Yes,4.0,6.0
royal-fern-osres,royal fern,Osmunda regalis var. spectabilis,mound,3-5,5,,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,4.5,,,,,3-8,light,OSRES,Osmunda regalis L. var. spectabilis (Willd.) A. Gray,Forb/herb,CAN:N|L48:N|SPM:N,Rhizomatous,Erect,Fine,Moderate,Porous,No,No,No,No,Late Spring,Spring,Spring,Summer,4.5,Low,Low,Medium,Yes,Yes,Yes,4.3,5.2
hophornbeam,hophornbeam,Ostrya virginiana,vase,3-8,4,#e8d24a,,#5b7a4b,,,shade,low,"sandy,loamy,clay",,45,,,,#6b5a4a,6-8,light,OSVI,Ostrya virginiana (Mill.) K. Koch,Shrub,CAN:N|L48:N,Single Stem,Erect,Medium,Moderate,Porous,No,No,No,No,Mid Spring,Spring and Summer,Summer,Summer,45.0,Low,Medium,Low,Yes,Yes,Yes,4.2,7.6
alpine-mountainsorrel,alpine mountainsorrel,Oxyria digyna,mound,6-8,7,#5b7a4b,,#5b7a4b,,,part-sun,medium,"sandy,loamy",,1,,,,#6b5a4a,6-8,light,OXDI3,Oxyria digyna (L.) Hill,Forb/herb,AK:N|CAN:N|GL:N|L48:N,Single Crown,Erect,Fine,Porous,Porous,No,No,No,No,Mid Summer,Summer,Summer,Summer,1.0,Medium,Low,Medium,Yes,Yes,No,6.0,8.0
